[2025-05-21 03:59:07.409255] Starting Kafka producer...
[2025-05-21 04:43:12.757238] Sent record 70973
[2025-05-21 04:43:13.758073] Sent record 70971
[2025-05-21 04:43:14.758827] Sent record 70972
[2025-05-21 04:43:15.759800] Sent record 70974
[2025-05-21 04:43:16.760580] Sent record 70975
[2025-05-21 04:43:17.761395] Sent record 70977
[2025-05-21 04:43:18.762183] Sent record 70976
[2025-05-21 04:43:19.762976] Sent record 70978
[2025-05-21 04:43:20.763735] Sent record 70979
[2025-05-21 04:43:21.764500] Sent record 70980
[2025-05-21 04:43:22.765201] Sent record 70981
[2025-05-21 04:43:23.765967] Sent record 70982
[2025-05-21 04:43:24.766795] Sent record 70984
[2025-05-21 04:43:25.767578] Sent record 70983
[2025-05-21 04:43:26.768324] Sent record 70985
[2025-05-21 04:43:27.769131] Sent record 70986
[2025-05-21 04:43:28.769877] Sent record 70987
[2025-05-21 04:43:29.770724] Sent record 70990
[2025-05-21 04:43:30.771488] Sent record 70988
[2025-05-21 04:43:31.772247] Sent record 70989
[2025-05-21 04:43:32.772952] Sent record 70991
[2025-05-21 04:43:33.773430] Sent record 70993
[2025-05-21 04:43:34.774385] Sent record 70992
[2025-05-21 04:43:35.775481] Sent record 70994
[2025-05-21 04:43:36.776610] Sent record 70995
[2025-05-21 04:43:37.779813] Sent record 70996
[2025-05-21 04:43:38.780503] Sent record 70997
[2025-05-21 04:43:39.781384] Sent record 70998
[2025-05-21 04:43:40.782287] Sent record 70999
[2025-05-21 04:43:41.783023] Sent record 71000
[2025-05-21 04:43:42.783927] Sent record 71001
[2025-05-21 04:43:43.784454] Sent record 71002
[2025-05-21 04:43:44.785301] Sent record 71003
[2025-05-21 04:43:45.786114] Sent record 71004
[2025-05-21 04:43:46.787102] Sent record 71009
[2025-05-21 04:43:47.787926] Sent record 71005
[2025-05-21 04:43:48.788791] Sent record 71006
[2025-05-21 04:43:49.789503] Sent record 71007
[2025-05-21 04:43:50.790287] Sent record 71008
[2025-05-21 04:43:51.791034] Sent record 71012
[2025-05-21 04:43:52.791905] Sent record 71010
[2025-05-21 04:43:53.792646] Sent record 71011
[2025-05-21 04:43:54.793340] Sent record 71013
[2025-05-21 04:43:55.794119] Sent record 71014
[2025-05-21 04:43:56.794840] Sent record 71016
[2025-05-21 04:43:57.795619] Sent record 71017
[2025-05-21 04:43:58.796441] Sent record 71015
[2025-05-21 04:43:59.797212] Sent record 71018
[2025-05-21 04:44:00.797917] Sent record 71019
[2025-05-21 04:44:01.798626] Sent record 71020
[2025-05-21 04:44:02.799539] Sent record 71021
[2025-05-21 04:44:03.800385] Sent record 71022
[2025-05-21 04:44:04.801091] Sent record 71023
[2025-05-21 04:44:05.801865] Sent record 71024
[2025-05-21 04:44:06.802622] Sent record 71025
[2025-05-21 04:44:07.803355] Sent record 71026
[2025-05-21 04:44:08.804327] Sent record 71027
[2025-05-21 04:44:09.805214] Sent record 71034
[2025-05-21 04:44:10.806069] Sent record 71031
[2025-05-21 04:44:11.807517] Sent record 71033
[2025-05-21 04:44:12.808356] Sent record 71032
[2025-05-21 04:44:13.809126] Sent record 71029
[2025-05-21 04:44:14.809976] Sent record 71028
[2025-05-21 04:44:15.810901] Sent record 71030
[2025-05-21 04:44:16.811626] Sent record 71035
[2025-05-21 04:44:17.812454] Sent record 71036
[2025-05-21 04:44:18.813171] Sent record 71037
[2025-05-21 04:44:19.813961] Sent record 71038
[2025-05-21 04:44:20.814755] Sent record 71041
[2025-05-21 04:44:21.815492] Sent record 71039
[2025-05-21 04:44:22.816468] Sent record 71040
[2025-05-21 04:44:23.817264] Sent record 71042
[2025-05-21 04:44:24.818087] Sent record 71043
[2025-05-21 04:44:25.819027] Sent record 71044
[2025-05-21 04:44:26.819917] Sent record 71045
[2025-05-21 04:44:27.820684] Sent record 71046
[2025-05-21 04:44:28.821512] Sent record 71047
[2025-05-21 04:44:29.822276] Sent record 71048
[2025-05-21 04:44:30.822851] Sent record 71049
[2025-05-21 04:44:31.823596] Sent record 71050
[2025-05-21 04:44:32.824436] Sent record 71051
[2025-05-21 04:44:33.825312] Sent record 71053
[2025-05-21 04:44:34.826262] Sent record 71052
[2025-05-21 04:44:35.827684] Sent record 71054
[2025-05-21 04:44:36.828483] Sent record 71055
[2025-05-21 04:44:37.829346] Sent record 71057
[2025-05-21 04:44:38.830121] Sent record 71056
[2025-05-21 04:44:39.830826] Sent record 71058
[2025-05-21 04:44:40.831556] Sent record 71059
[2025-05-21 04:44:41.832496] Sent record 71060
[2025-05-21 04:44:42.833390] Sent record 71061
[2025-05-21 04:44:43.834404] Sent record 71062
[2025-05-21 04:44:44.835162] Sent record 71064
[2025-05-21 04:44:45.835909] Sent record 71065
[2025-05-21 04:44:46.836604] Sent record 71066
[2025-05-21 04:44:47.837553] Sent record 71063
[2025-05-21 04:44:48.838314] Sent record 71067
[2025-05-21 04:44:49.839186] Sent record 71068
[2025-05-21 04:44:50.839899] Sent record 71069
[2025-05-21 04:44:51.840690] Sent record 71071
[2025-05-21 04:44:52.841183] Sent record 71070
[2025-05-21 04:44:53.841998] Sent record 71072
[2025-05-21 04:44:54.842846] Sent record 71074
[2025-05-21 04:44:55.843605] Sent record 71073
[2025-05-21 04:44:56.844542] Sent record 71075
[2025-05-21 04:44:57.845395] Sent record 71076
[2025-05-21 04:44:58.846210] Sent record 71077
[2025-05-21 04:44:59.847036] Sent record 71078
[2025-05-21 04:45:00.847828] Sent record 71079
[2025-05-21 04:45:01.848697] Sent record 71080
[2025-05-21 04:45:02.849417] Sent record 71081
[2025-05-21 04:45:03.850291] Sent record 71082
[2025-05-21 04:45:04.851057] Sent record 71083
[2025-05-21 04:45:05.851598] Sent record 71084
[2025-05-21 04:45:06.852297] Sent record 71085
[2025-05-21 04:45:07.853141] Sent record 71086
[2025-05-21 04:45:08.854144] Sent record 71087
[2025-05-21 04:45:09.855071] Sent record 71090
[2025-05-21 04:45:10.855926] Sent record 71088
[2025-05-21 04:45:11.856616] Sent record 71089
[2025-05-21 04:45:12.857126] Sent record 71091
[2025-05-21 04:45:13.857888] Sent record 71092
[2025-05-21 04:45:14.858670] Sent record 71093
[2025-05-21 04:45:15.859531] Sent record 71094
[2025-05-21 04:45:16.860303] Sent record 71095
[2025-05-21 04:45:17.861185] Sent record 71096
[2025-05-21 04:45:18.862014] Sent record 71097
[2025-05-21 04:45:19.862800] Sent record 71098
[2025-05-21 04:45:20.863490] Sent record 71099
[2025-05-21 04:45:21.864370] Sent record 71100
[2025-05-21 04:45:22.865191] Sent record 71101
[2025-05-21 04:45:23.865964] Sent record 71108
[2025-05-21 04:45:24.866756] Sent record 71107
[2025-05-21 04:45:25.867516] Sent record 71106
[2025-05-21 04:45:26.868302] Sent record 71103
[2025-05-21 04:45:27.869104] Sent record 71104
[2025-05-21 04:45:28.869910] Sent record 71102
[2025-05-21 04:45:29.870756] Sent record 71105
[2025-05-21 04:45:30.871576] Sent record 71111
[2025-05-21 04:45:31.872321] Sent record 71109
[2025-05-21 04:45:32.873081] Sent record 71110
[2025-05-21 04:45:33.873869] Sent record 71112
[2025-05-21 04:45:34.877606] Sent record 71113
[2025-05-21 04:45:35.878494] Sent record 71114
[2025-05-21 04:45:36.879285] Sent record 71115
[2025-05-21 04:45:37.880421] Sent record 71116
[2025-05-21 04:45:38.881205] Sent record 71117
[2025-05-21 04:45:39.883915] Sent record 71118
[2025-05-21 04:45:40.884683] Sent record 71119
[2025-05-21 04:45:41.885323] Sent record 71120
[2025-05-21 04:45:42.886249] Sent record 71121
[2025-05-21 04:45:43.922823] Sent record 71125
[2025-05-21 04:45:44.923543] Sent record 71126
[2025-05-21 04:45:45.924116] Sent record 71123
[2025-05-21 04:45:46.925034] Sent record 71124
[2025-05-21 04:45:47.925812] Sent record 71122
[2025-05-21 04:45:48.926636] Sent record 71129
[2025-05-21 04:45:49.927908] Sent record 71128
[2025-05-21 04:45:50.928602] Sent record 71127
[2025-05-21 04:45:51.929558] Sent record 71130
[2025-05-21 04:45:52.931751] Sent record 71131
[2025-05-21 04:45:53.932767] Sent record 71132
[2025-05-21 04:45:54.933562] Sent record 71133
[2025-05-21 04:45:55.934498] Sent record 71134
[2025-05-21 04:45:56.935275] Sent record 71135
[2025-05-21 04:45:57.939548] Sent record 71136
[2025-05-21 04:45:58.940393] Sent record 71137
[2025-05-21 04:45:59.940926] Sent record 71138
[2025-05-21 04:46:00.941846] Sent record 71139
[2025-05-21 04:46:01.942634] Sent record 71140
[2025-05-21 04:46:02.953217] Sent record 71141
[2025-05-21 04:46:03.954013] Sent record 71142
[2025-05-21 04:46:04.954800] Sent record 71146
[2025-05-21 04:46:05.955433] Sent record 71145
[2025-05-21 04:46:06.956194] Sent record 71143
[2025-05-21 04:46:07.957072] Sent record 71144
[2025-05-21 04:46:08.958193] Sent record 71147
[2025-05-21 04:46:09.959258] Sent record 71148
[2025-05-21 04:46:10.960211] Sent record 71149
[2025-05-21 04:46:11.961051] Sent record 71150
[2025-05-21 04:46:12.961799] Sent record 71151
[2025-05-21 04:46:13.962794] Sent record 71152
[2025-05-21 04:46:14.963355] Sent record 71153
[2025-05-21 04:46:15.964258] Sent record 71154
[2025-05-21 04:46:16.965013] Sent record 71155
[2025-05-21 04:46:17.965774] Sent record 71156
[2025-05-21 04:46:18.966473] Sent record 71157
[2025-05-21 04:46:19.967323] Sent record 71158
[2025-05-21 04:46:20.967914] Sent record 71159
[2025-05-21 04:46:21.968700] Sent record 71160
[2025-05-21 04:46:22.969400] Sent record 71161
[2025-05-21 04:46:23.970342] Sent record 71163
[2025-05-21 04:46:24.971327] Sent record 71162
[2025-05-21 04:46:25.972198] Sent record 71164
[2025-05-21 04:46:26.972961] Sent record 71166
[2025-05-21 04:46:27.973796] Sent record 71167
[2025-05-21 04:46:28.974465] Sent record 71168
[2025-05-21 04:46:29.974958] Sent record 71169
[2025-05-21 04:46:30.975716] Sent record 71170
[2025-05-21 04:46:31.976520] Sent record 71165
[2025-05-21 04:46:32.977342] Sent record 71171
[2025-05-21 04:46:33.978186] Sent record 71173
[2025-05-21 04:46:34.979034] Sent record 71174
[2025-05-21 04:46:35.979827] Sent record 71175
[2025-05-21 04:46:36.980685] Sent record 71172
[2025-05-21 04:46:37.981510] Sent record 71176
[2025-05-21 04:46:38.982575] Sent record 71177
[2025-05-21 04:46:39.983408] Sent record 71178
[2025-05-21 04:46:40.984328] Sent record 71180
[2025-05-21 04:46:41.985245] Sent record 71179
[2025-05-21 04:46:42.986167] Sent record 71183
[2025-05-21 04:46:43.987021] Sent record 71181
[2025-05-21 04:46:44.987879] Sent record 71182
[2025-05-21 04:46:45.988675] Sent record 71184
[2025-05-21 04:46:46.989496] Sent record 71185
[2025-05-21 04:46:47.990312] Sent record 71189
[2025-05-21 04:46:48.990908] Sent record 71190
[2025-05-21 04:46:49.991634] Sent record 71187
[2025-05-21 04:46:50.992561] Sent record 71186
[2025-05-21 04:46:51.993358] Sent record 71188
[2025-05-21 04:46:52.994071] Sent record 71191
[2025-05-21 04:46:53.994766] Sent record 71192
[2025-05-21 04:46:54.995536] Sent record 71193
[2025-05-21 04:46:55.996062] Sent record 71194
[2025-05-21 04:46:56.997069] Sent record 71195
[2025-05-21 04:46:57.997811] Sent record 71196
[2025-05-21 04:46:58.998677] Sent record 71197
[2025-05-21 04:46:59.999424] Sent record 71198
[2025-05-21 04:47:01.000285] Sent record 71199
[2025-05-21 04:47:02.001057] Sent record 71200
[2025-05-21 04:47:03.001864] Sent record 71201
[2025-05-21 04:47:04.002601] Sent record 71202
[2025-05-21 04:47:05.003284] Sent record 71203
[2025-05-21 04:47:06.004030] Sent record 71204
[2025-05-21 04:47:07.004790] Sent record 71205
[2025-05-21 04:47:08.005520] Sent record 71208
[2025-05-21 04:47:09.006332] Sent record 71206
[2025-05-21 04:47:10.007098] Sent record 71207
[2025-05-21 04:47:11.008107] Sent record 71209
[2025-05-21 04:47:12.009165] Sent record 71210
[2025-05-21 04:47:13.010060] Sent record 71211
[2025-05-21 04:47:14.010860] Sent record 71212
[2025-05-21 04:47:15.011606] Sent record 71217
[2025-05-21 04:47:16.012337] Sent record 71216
[2025-05-21 04:47:17.013154] Sent record 71218
[2025-05-21 04:47:18.013941] Sent record 71214
[2025-05-21 04:47:19.014718] Sent record 71213
[2025-05-21 04:47:20.015442] Sent record 71215
[2025-05-21 04:47:21.016179] Sent record 71219
[2025-05-21 04:47:22.017034] Sent record 71220
[2025-05-21 04:47:23.017899] Sent record 71221
[2025-05-21 04:47:24.018587] Sent record 71222
[2025-05-21 04:47:25.019478] Sent record 71223
[2025-05-21 04:47:26.020249] Sent record 71224
[2025-05-21 04:47:27.021009] Sent record 71225
[2025-05-21 04:47:28.021861] Sent record 71226
[2025-05-21 04:47:29.022640] Sent record 71227
[2025-05-21 04:47:30.023404] Sent record 71228
[2025-05-21 04:47:31.024174] Sent record 71230
[2025-05-21 04:47:32.024837] Sent record 71229
[2025-05-21 04:47:33.025696] Sent record 71235
[2025-05-21 04:47:34.026821] Sent record 71234
[2025-05-21 04:47:35.027597] Sent record 71231
[2025-05-21 04:47:36.028294] Sent record 71232
[2025-05-21 04:47:37.029076] Sent record 71233
[2025-05-21 04:47:38.029863] Sent record 71236
[2025-05-21 04:47:39.030682] Sent record 71237
[2025-05-21 04:47:40.031460] Sent record 71238
[2025-05-21 04:47:41.032434] Sent record 71239
[2025-05-21 04:47:42.033287] Sent record 71240
[2025-05-21 04:47:43.034069] Sent record 71241
[2025-05-21 04:47:44.034934] Sent record 71242
[2025-05-21 04:47:45.035792] Sent record 71243
[2025-05-21 04:47:46.036547] Sent record 71244
[2025-05-21 04:47:47.037516] Sent record 71245
[2025-05-21 04:47:48.038400] Sent record 71246
[2025-05-21 04:47:49.039153] Sent record 71247
[2025-05-21 04:47:50.039857] Sent record 71248
[2025-05-21 04:47:51.040704] Sent record 71249
[2025-05-21 04:47:52.041483] Sent record 71250
[2025-05-21 04:47:53.042328] Sent record 71251
[2025-05-21 04:47:54.043191] Sent record 71252
[2025-05-21 04:47:55.043908] Sent record 71253
[2025-05-21 04:47:56.044692] Sent record 71254
[2025-05-21 04:47:57.045343] Sent record 71255
[2025-05-21 04:47:58.046189] Sent record 71256
[2025-05-21 04:47:59.047066] Sent record 71257
[2025-05-21 04:48:00.048353] Sent record 71258
[2025-05-21 04:48:01.049237] Sent record 71259
[2025-05-21 04:48:02.050054] Sent record 71260
[2025-05-21 04:48:03.051079] Sent record 71261
[2025-05-21 04:48:04.052126] Sent record 71262
[2025-05-21 04:48:05.052896] Sent record 71265
[2025-05-21 04:48:06.053820] Sent record 71264
[2025-05-21 04:48:07.054382] Sent record 71263
[2025-05-21 04:48:08.055025] Sent record 71266
[2025-05-21 04:48:09.055803] Sent record 71267
[2025-05-21 04:48:10.056534] Sent record 71268
[2025-05-21 04:48:11.057305] Sent record 71269
[2025-05-21 04:48:12.058109] Sent record 71270
[2025-05-21 04:48:13.058843] Sent record 71271
[2025-05-21 04:48:14.059688] Sent record 71272
[2025-05-21 04:48:15.060418] Sent record 71273
[2025-05-21 04:48:16.061201] Sent record 71274
[2025-05-21 04:48:17.062003] Sent record 71275
[2025-05-21 04:48:18.062823] Sent record 71276
[2025-05-21 04:48:19.063673] Sent record 71277
[2025-05-21 04:48:20.064429] Sent record 71280
[2025-05-21 04:48:21.065261] Sent record 71278
[2025-05-21 04:48:22.066212] Sent record 71279
[2025-05-21 04:48:23.067045] Sent record 71281
[2025-05-21 04:48:24.068011] Sent record 71283
[2025-05-21 04:48:25.069160] Sent record 71282
[2025-05-21 04:48:26.069973] Sent record 71284
[2025-05-21 04:48:27.070743] Sent record 71285
[2025-05-21 04:48:28.071435] Sent record 71286
[2025-05-21 04:48:29.072215] Sent record 71287
[2025-05-21 04:48:30.073271] Sent record 71288
[2025-05-21 04:48:31.074092] Sent record 71289
[2025-05-21 04:48:32.074841] Sent record 71290
[2025-05-21 04:48:33.075587] Sent record 71291
[2025-05-21 04:48:34.076331] Sent record 71292
[2025-05-21 04:48:35.077040] Sent record 71293
[2025-05-21 04:48:36.077872] Sent record 71294
[2025-05-21 04:48:37.078910] Sent record 71295
[2025-05-21 04:48:38.082920] Sent record 71296
[2025-05-21 04:48:39.083622] Sent record 71297
[2025-05-21 04:48:40.084602] Sent record 71298
[2025-05-21 04:48:41.085364] Sent record 71304
[2025-05-21 04:48:42.086277] Sent record 71303
[2025-05-21 04:48:43.087029] Sent record 71302
[2025-05-21 04:48:44.087711] Sent record 71300
[2025-05-21 04:48:45.088469] Sent record 71299
[2025-05-21 04:48:46.089231] Sent record 71301
[2025-05-21 04:48:47.089995] Sent record 71305
[2025-05-21 04:48:48.090776] Sent record 71306
[2025-05-21 04:48:49.091537] Sent record 71307
[2025-05-21 04:48:50.092325] Sent record 71308
[2025-05-21 04:48:51.093118] Sent record 71309
[2025-05-21 04:48:52.093995] Sent record 71310
[2025-05-21 04:48:53.094897] Sent record 71313
[2025-05-21 04:48:54.095842] Sent record 71311
[2025-05-21 04:48:55.096529] Sent record 71312
[2025-05-21 04:48:56.097316] Sent record 71314
[2025-05-21 04:48:57.098274] Sent record 71315
[2025-05-21 04:48:58.099010] Sent record 71316
[2025-05-21 04:48:59.099888] Sent record 71317
[2025-05-21 04:49:00.100909] Sent record 71318
[2025-05-21 04:49:01.101721] Sent record 71319
[2025-05-21 04:49:02.102561] Sent record 71320
[2025-05-21 04:49:03.103729] Sent record 71321
[2025-05-21 04:49:04.104434] Sent record 71322
[2025-05-21 04:49:05.105062] Sent record 71323
[2025-05-21 04:49:06.105791] Sent record 71325
[2025-05-21 04:49:07.106504] Sent record 71324
[2025-05-21 04:49:08.107272] Sent record 71326
[2025-05-21 04:49:09.108080] Sent record 71328
[2025-05-21 04:49:10.108856] Sent record 71327
[2025-05-21 04:49:11.109568] Sent record 71329
[2025-05-21 04:49:12.110334] Sent record 71330
[2025-05-21 04:49:13.111181] Sent record 71331
[2025-05-21 04:49:14.111941] Sent record 71332
[2025-05-21 04:49:15.112705] Sent record 71333
[2025-05-21 04:49:16.113687] Sent record 71334
[2025-05-21 04:49:17.114461] Sent record 71335
[2025-05-21 04:49:18.115246] Sent record 71336
[2025-05-21 04:49:19.116029] Sent record 71339
[2025-05-21 04:49:20.117035] Sent record 71338
[2025-05-21 04:49:21.118070] Sent record 71337
[2025-05-21 04:49:22.118878] Sent record 71340
[2025-05-21 04:49:23.119668] Sent record 71341
[2025-05-21 04:49:24.120624] Sent record 71342
[2025-05-21 04:49:25.121427] Sent record 71343
[2025-05-21 04:49:26.122220] Sent record 71344
[2025-05-21 04:49:27.123075] Sent record 71345
[2025-05-21 04:49:28.123711] Sent record 71346
[2025-05-21 04:49:29.124756] Sent record 71349
[2025-05-21 04:49:30.125526] Sent record 71348
[2025-05-21 04:49:31.126309] Sent record 71347
[2025-05-21 04:49:32.127269] Sent record 71350
[2025-05-21 04:49:33.128042] Sent record 71351
[2025-05-21 04:49:34.128949] Sent record 71352
[2025-05-21 04:49:35.129704] Sent record 71353
[2025-05-21 04:49:36.130445] Sent record 71354
[2025-05-21 04:49:37.131161] Sent record 71355
[2025-05-21 04:49:38.131970] Sent record 71356
[2025-05-21 04:49:39.132633] Sent record 71357
[2025-05-21 04:49:40.133413] Sent record 71358
[2025-05-21 04:49:41.134449] Sent record 71360
[2025-05-21 04:49:42.135190] Sent record 71359
[2025-05-21 04:49:43.135989] Sent record 71361
[2025-05-21 04:49:44.136586] Sent record 71362
[2025-05-21 04:49:45.137366] Sent record 71363
[2025-05-21 04:49:46.138214] Sent record 71364
[2025-05-21 04:49:47.139029] Sent record 71365
[2025-05-21 04:49:48.139802] Sent record 71366
[2025-05-21 04:49:49.140702] Sent record 71367
[2025-05-21 04:49:50.141315] Sent record 71368
[2025-05-21 04:49:51.142022] Sent record 71371
[2025-05-21 04:49:52.142780] Sent record 71369
