[2025-05-21 03:59:07.409255] Starting Kafka producer...
[2025-05-21 04:33:54.262330] Sent record 66610
[2025-05-21 04:33:55.263192] Sent record 66611
[2025-05-21 04:33:56.263987] Sent record 66617
[2025-05-21 04:33:57.264798] Sent record 66615
[2025-05-21 04:33:58.265513] Sent record 66616
[2025-05-21 04:33:59.266191] Sent record 66613
[2025-05-21 04:34:00.267242] Sent record 66612
[2025-05-21 04:34:01.267998] Sent record 66614
[2025-05-21 04:34:02.268805] Sent record 66618
[2025-05-21 04:34:03.269554] Sent record 66619
[2025-05-21 04:34:04.270346] Sent record 66620
[2025-05-21 04:34:05.271063] Sent record 66621
[2025-05-21 04:34:06.271956] Sent record 66622
[2025-05-21 04:34:07.275102] Sent record 66623
[2025-05-21 04:34:08.275854] Sent record 66624
[2025-05-21 04:34:09.276873] Sent record 66625
[2025-05-21 04:34:10.277699] Sent record 66626
[2025-05-21 04:34:11.278497] Sent record 66627
[2025-05-21 04:34:12.279477] Sent record 66628
[2025-05-21 04:34:13.280861] Sent record 66629
[2025-05-21 04:34:14.281617] Sent record 66630
[2025-05-21 04:34:15.282678] Sent record 66631
[2025-05-21 04:34:16.283434] Sent record 66632
[2025-05-21 04:34:17.284183] Sent record 70436
[2025-05-21 04:34:18.285154] Sent record 70442
[2025-05-21 04:34:19.286183] Sent record 70441
[2025-05-21 04:34:20.287316] Sent record 70438
[2025-05-21 04:34:21.288135] Sent record 70439
[2025-05-21 04:34:22.288917] Sent record 70437
[2025-05-21 04:34:23.289705] Sent record 70440
[2025-05-21 04:34:24.290204] Sent record 70443
[2025-05-21 04:34:25.291025] Sent record 70448
[2025-05-21 04:34:26.291840] Sent record 70447
[2025-05-21 04:34:27.292584] Sent record 70449
[2025-05-21 04:34:28.293351] Sent record 70445
[2025-05-21 04:34:29.294110] Sent record 70444
[2025-05-21 04:34:30.294842] Sent record 70446
[2025-05-21 04:34:31.295530] Sent record 70450
[2025-05-21 04:34:32.296308] Sent record 70451
[2025-05-21 04:34:33.297106] Sent record 70452
[2025-05-21 04:34:34.297904] Sent record 70453
[2025-05-21 04:34:35.298639] Sent record 70454
[2025-05-21 04:34:36.299431] Sent record 70455
[2025-05-21 04:34:37.300247] Sent record 70456
[2025-05-21 04:34:38.301089] Sent record 70460
[2025-05-21 04:34:39.302153] Sent record 70459
[2025-05-21 04:34:40.303140] Sent record 70457
[2025-05-21 04:34:41.303897] Sent record 70458
[2025-05-21 04:34:42.304930] Sent record 70461
[2025-05-21 04:34:43.305664] Sent record 70464
[2025-05-21 04:34:44.306400] Sent record 70462
[2025-05-21 04:34:45.307235] Sent record 70463
[2025-05-21 04:34:46.308081] Sent record 70465
[2025-05-21 04:34:47.308907] Sent record 70467
[2025-05-21 04:34:48.309730] Sent record 70468
[2025-05-21 04:34:49.310426] Sent record 70466
[2025-05-21 04:34:50.311235] Sent record 70469
[2025-05-21 04:34:51.311956] Sent record 70470
[2025-05-21 04:34:52.312946] Sent record 70471
[2025-05-21 04:34:53.313639] Sent record 70472
[2025-05-21 04:34:54.314417] Sent record 70474
[2025-05-21 04:34:55.314985] Sent record 70475
[2025-05-21 04:34:56.315799] Sent record 70473
[2025-05-21 04:34:57.316556] Sent record 70476
[2025-05-21 04:34:58.317647] Sent record 70477
[2025-05-21 04:34:59.318169] Sent record 70478
[2025-05-21 04:35:00.319613] Sent record 70479
[2025-05-21 04:35:01.320393] Sent record 70483
[2025-05-21 04:35:02.321177] Sent record 70482
[2025-05-21 04:35:03.321992] Sent record 70480
[2025-05-21 04:35:04.322860] Sent record 70481
[2025-05-21 04:35:05.323566] Sent record 70484
[2025-05-21 04:35:06.324399] Sent record 70485
[2025-05-21 04:35:07.325237] Sent record 70486
[2025-05-21 04:35:08.326106] Sent record 70487
[2025-05-21 04:35:09.326951] Sent record 70488
[2025-05-21 04:35:10.328007] Sent record 70489
[2025-05-21 04:35:11.328859] Sent record 70490
[2025-05-21 04:35:12.329541] Sent record 70493
[2025-05-21 04:35:13.330310] Sent record 70491
[2025-05-21 04:35:14.331111] Sent record 70492
[2025-05-21 04:35:15.331907] Sent record 70494
[2025-05-21 04:35:16.332733] Sent record 70495
[2025-05-21 04:35:17.333484] Sent record 70496
[2025-05-21 04:35:18.334311] Sent record 70497
[2025-05-21 04:35:19.335026] Sent record 70498
[2025-05-21 04:35:20.335820] Sent record 70499
[2025-05-21 04:35:21.336794] Sent record 70501
[2025-05-21 04:35:22.337519] Sent record 70500
[2025-05-21 04:35:23.338311] Sent record 70502
[2025-05-21 04:35:24.339134] Sent record 70503
[2025-05-21 04:35:25.339924] Sent record 70504
[2025-05-21 04:35:26.340748] Sent record 70505
[2025-05-21 04:35:27.341444] Sent record 70506
[2025-05-21 04:35:28.342317] Sent record 70507
[2025-05-21 04:35:29.343102] Sent record 70508
[2025-05-21 04:35:30.343884] Sent record 70509
[2025-05-21 04:35:31.344872] Sent record 70513
[2025-05-21 04:35:32.345813] Sent record 70512
[2025-05-21 04:35:33.346872] Sent record 70510
[2025-05-21 04:35:34.347768] Sent record 70511
[2025-05-21 04:35:35.348543] Sent record 70514
[2025-05-21 04:35:36.349416] Sent record 70515
[2025-05-21 04:35:37.350282] Sent record 70516
[2025-05-21 04:35:38.351127] Sent record 70517
[2025-05-21 04:35:39.351884] Sent record 70524
[2025-05-21 04:35:40.352706] Sent record 70523
[2025-05-21 04:35:41.355802] Sent record 70522
[2025-05-21 04:35:42.356676] Sent record 70520
[2025-05-21 04:35:43.357438] Sent record 70518
[2025-05-21 04:35:44.358298] Sent record 70521
[2025-05-21 04:35:45.359178] Sent record 70519
[2025-05-21 04:35:46.360095] Sent record 70525
[2025-05-21 04:35:47.360877] Sent record 70526
[2025-05-21 04:35:48.361694] Sent record 70527
[2025-05-21 04:35:49.362895] Sent record 70528
[2025-05-21 04:35:50.363677] Sent record 70529
[2025-05-21 04:35:51.364372] Sent record 70530
[2025-05-21 04:35:52.365143] Sent record 70531
[2025-05-21 04:35:53.365920] Sent record 70532
[2025-05-21 04:35:54.366737] Sent record 70533
[2025-05-21 04:35:55.370537] Sent record 70534
[2025-05-21 04:35:56.371315] Sent record 70535
[2025-05-21 04:35:57.372199] Sent record 70536
[2025-05-21 04:35:58.373041] Sent record 70537
[2025-05-21 04:35:59.373910] Sent record 70538
[2025-05-21 04:36:00.374671] Sent record 70539
[2025-05-21 04:36:01.375497] Sent record 70540
[2025-05-21 04:36:02.376261] Sent record 70542
[2025-05-21 04:36:03.377082] Sent record 70543
[2025-05-21 04:36:04.377894] Sent record 70544
[2025-05-21 04:36:05.378590] Sent record 70541
[2025-05-21 04:36:06.379349] Sent record 70545
[2025-05-21 04:36:07.380233] Sent record 70546
[2025-05-21 04:36:08.380998] Sent record 70547
[2025-05-21 04:36:09.381760] Sent record 70548
[2025-05-21 04:36:10.382492] Sent record 70549
[2025-05-21 04:36:11.383205] Sent record 70551
[2025-05-21 04:36:12.384012] Sent record 70550
[2025-05-21 04:36:13.384857] Sent record 70552
[2025-05-21 04:36:14.386096] Sent record 70553
[2025-05-21 04:36:15.386869] Sent record 70554
[2025-05-21 04:36:16.387555] Sent record 70555
[2025-05-21 04:36:17.388384] Sent record 70556
[2025-05-21 04:36:18.389293] Sent record 70557
[2025-05-21 04:36:19.390113] Sent record 70558
[2025-05-21 04:36:20.390917] Sent record 70559
[2025-05-21 04:36:21.391701] Sent record 70562
[2025-05-21 04:36:22.392563] Sent record 70561
[2025-05-21 04:36:23.393351] Sent record 70560
[2025-05-21 04:36:24.394156] Sent record 70563
[2025-05-21 04:36:25.395019] Sent record 70564
[2025-05-21 04:36:26.395807] Sent record 70565
[2025-05-21 04:36:27.396585] Sent record 70566
[2025-05-21 04:36:28.397361] Sent record 70567
[2025-05-21 04:36:29.398361] Sent record 70568
[2025-05-21 04:36:30.399363] Sent record 70572
[2025-05-21 04:36:31.400240] Sent record 70573
[2025-05-21 04:36:32.401039] Sent record 70570
[2025-05-21 04:36:33.401855] Sent record 70569
[2025-05-21 04:36:34.402551] Sent record 70571
[2025-05-21 04:36:35.403355] Sent record 70574
[2025-05-21 04:36:36.404205] Sent record 70575
[2025-05-21 04:36:37.405023] Sent record 70576
[2025-05-21 04:36:38.405791] Sent record 70577
[2025-05-21 04:36:39.406565] Sent record 70578
[2025-05-21 04:36:40.407606] Sent record 70579
[2025-05-21 04:36:41.408378] Sent record 70580
[2025-05-21 04:36:42.409249] Sent record 70581
[2025-05-21 04:36:43.409935] Sent record 70585
[2025-05-21 04:36:44.410683] Sent record 70582
[2025-05-21 04:36:45.411688] Sent record 70583
[2025-05-21 04:36:46.412515] Sent record 70584
[2025-05-21 04:36:47.413300] Sent record 70586
[2025-05-21 04:36:48.414057] Sent record 70590
[2025-05-21 04:36:49.415053] Sent record 70587
[2025-05-21 04:36:50.415847] Sent record 70588
[2025-05-21 04:36:51.416780] Sent record 70589
[2025-05-21 04:36:52.417572] Sent record 70592
[2025-05-21 04:36:53.418559] Sent record 70594
[2025-05-21 04:36:54.419623] Sent record 70591
[2025-05-21 04:36:55.420483] Sent record 70593
[2025-05-21 04:36:56.421370] Sent record 70595
[2025-05-21 04:36:57.422687] Sent record 70596
[2025-05-21 04:36:58.423802] Sent record 70597
[2025-05-21 04:36:59.424668] Sent record 70598
[2025-05-21 04:37:00.425555] Sent record 70599
[2025-05-21 04:37:01.426928] Sent record 70600
[2025-05-21 04:37:02.427566] Sent record 70601
[2025-05-21 04:37:03.428184] Sent record 70602
[2025-05-21 04:37:04.429036] Sent record 70603
[2025-05-21 04:37:05.430021] Sent record 70604
[2025-05-21 04:37:06.431020] Sent record 70605
[2025-05-21 04:37:07.431761] Sent record 70606
[2025-05-21 04:37:08.432788] Sent record 70607
[2025-05-21 04:37:09.433607] Sent record 70611
[2025-05-21 04:37:10.434376] Sent record 70609
[2025-05-21 04:37:11.435368] Sent record 70610
[2025-05-21 04:37:12.436113] Sent record 70608
[2025-05-21 04:37:13.437149] Sent record 70612
[2025-05-21 04:37:14.437926] Sent record 70613
[2025-05-21 04:37:15.438715] Sent record 70614
[2025-05-21 04:37:16.439363] Sent record 70615
[2025-05-21 04:37:17.440173] Sent record 70616
[2025-05-21 04:37:18.441522] Sent record 70617
[2025-05-21 04:37:19.442336] Sent record 70618
[2025-05-21 04:37:20.443144] Sent record 70619
[2025-05-21 04:37:21.443945] Sent record 70620
[2025-05-21 04:37:22.444741] Sent record 70621
[2025-05-21 04:37:23.445606] Sent record 70622
[2025-05-21 04:37:24.446356] Sent record 70623
[2025-05-21 04:37:25.447164] Sent record 70625
[2025-05-21 04:37:26.447960] Sent record 70624
[2025-05-21 04:37:27.448698] Sent record 70627
[2025-05-21 04:37:28.449364] Sent record 70626
[2025-05-21 04:37:29.450094] Sent record 70628
[2025-05-21 04:37:30.450863] Sent record 70629
[2025-05-21 04:37:31.451643] Sent record 70630
[2025-05-21 04:37:32.452538] Sent record 70631
[2025-05-21 04:37:33.453331] Sent record 70632
[2025-05-21 04:37:34.454148] Sent record 70633
[2025-05-21 04:37:35.454970] Sent record 70634
[2025-05-21 04:37:36.455883] Sent record 70635
[2025-05-21 04:37:37.456622] Sent record 70636
[2025-05-21 04:37:38.457391] Sent record 70637
[2025-05-21 04:37:39.458124] Sent record 70639
[2025-05-21 04:37:40.459029] Sent record 70640
[2025-05-21 04:37:41.461805] Sent record 70641
[2025-05-21 04:37:42.462574] Sent record 70638
[2025-05-21 04:37:43.463441] Sent record 70645
[2025-05-21 04:37:44.464197] Sent record 70642
[2025-05-21 04:37:45.465044] Sent record 70643
[2025-05-21 04:37:46.465797] Sent record 70644
[2025-05-21 04:37:47.466601] Sent record 70647
[2025-05-21 04:37:48.467263] Sent record 70646
[2025-05-21 04:37:49.467950] Sent record 70648
[2025-05-21 04:37:50.468730] Sent record 70650
[2025-05-21 04:37:51.469523] Sent record 70649
[2025-05-21 04:37:52.470359] Sent record 70651
[2025-05-21 04:37:53.471153] Sent record 70652
[2025-05-21 04:37:54.471938] Sent record 70653
[2025-05-21 04:37:55.472984] Sent record 70654
[2025-05-21 04:37:56.473885] Sent record 70655
[2025-05-21 04:37:57.474596] Sent record 70657
[2025-05-21 04:37:58.475302] Sent record 70656
[2025-05-21 04:37:59.476145] Sent record 70658
[2025-05-21 04:38:00.476965] Sent record 70659
[2025-05-21 04:38:01.477704] Sent record 70660
[2025-05-21 04:38:02.478468] Sent record 70661
[2025-05-21 04:38:03.479261] Sent record 70662
[2025-05-21 04:38:04.480022] Sent record 70663
[2025-05-21 04:38:05.480813] Sent record 70666
[2025-05-21 04:38:06.481571] Sent record 70665
[2025-05-21 04:38:07.482359] Sent record 70664
[2025-05-21 04:38:08.483181] Sent record 70667
[2025-05-21 04:38:09.484045] Sent record 70669
[2025-05-21 04:38:10.484834] Sent record 70670
[2025-05-21 04:38:11.485505] Sent record 70668
[2025-05-21 04:38:12.486424] Sent record 70671
[2025-05-21 04:38:13.487224] Sent record 70672
[2025-05-21 04:38:14.487990] Sent record 70673
[2025-05-21 04:38:15.488784] Sent record 70674
[2025-05-21 04:38:16.489680] Sent record 70675
[2025-05-21 04:38:17.490441] Sent record 70677
[2025-05-21 04:38:18.491197] Sent record 70676
[2025-05-21 04:38:19.492053] Sent record 70678
[2025-05-21 04:38:20.492796] Sent record 70679
[2025-05-21 04:38:21.494096] Sent record 70680
[2025-05-21 04:38:22.494849] Sent record 70681
[2025-05-21 04:38:23.495611] Sent record 70682
[2025-05-21 04:38:24.496173] Sent record 70683
[2025-05-21 04:38:25.496892] Sent record 70687
[2025-05-21 04:38:26.497683] Sent record 70685
[2025-05-21 04:38:27.498427] Sent record 70684
[2025-05-21 04:38:28.499230] Sent record 70686
[2025-05-21 04:38:29.499994] Sent record 70688
[2025-05-21 04:38:30.500723] Sent record 70689
[2025-05-21 04:38:31.501421] Sent record 70690
[2025-05-21 04:38:32.502211] Sent record 70691
[2025-05-21 04:38:33.503020] Sent record 70692
[2025-05-21 04:38:34.503724] Sent record 70695
[2025-05-21 04:38:35.504480] Sent record 70693
[2025-05-21 04:38:36.505470] Sent record 70694
[2025-05-21 04:38:37.506383] Sent record 70696
[2025-05-21 04:38:38.507192] Sent record 70697
[2025-05-21 04:38:39.507973] Sent record 70698
[2025-05-21 04:38:40.509184] Sent record 70699
[2025-05-21 04:38:41.509971] Sent record 70700
[2025-05-21 04:38:42.510729] Sent record 70701
[2025-05-21 04:38:43.511484] Sent record 70704
[2025-05-21 04:38:44.512272] Sent record 70705
[2025-05-21 04:38:45.513078] Sent record 70702
[2025-05-21 04:38:46.513874] Sent record 70703
[2025-05-21 04:38:47.514630] Sent record 70706
[2025-05-21 04:38:48.515409] Sent record 70707
[2025-05-21 04:38:49.516396] Sent record 70708
[2025-05-21 04:38:50.517240] Sent record 70709
[2025-05-21 04:38:51.518120] Sent record 70710
[2025-05-21 04:38:52.518901] Sent record 70711
[2025-05-21 04:38:53.519644] Sent record 70714
[2025-05-21 04:38:54.520629] Sent record 70712
[2025-05-21 04:38:55.521514] Sent record 70713
[2025-05-21 04:38:56.522124] Sent record 70716
[2025-05-21 04:38:57.522853] Sent record 70715
[2025-05-21 04:38:58.523873] Sent record 70717
[2025-05-21 04:38:59.524702] Sent record 70718
[2025-05-21 04:39:00.525507] Sent record 70719
[2025-05-21 04:39:01.526261] Sent record 70720
[2025-05-21 04:39:02.527059] Sent record 70721
[2025-05-21 04:39:03.527993] Sent record 70722
[2025-05-21 04:39:04.528723] Sent record 70723
[2025-05-21 04:39:05.529732] Sent record 70724
[2025-05-21 04:39:06.530410] Sent record 70725
[2025-05-21 04:39:07.531236] Sent record 70726
[2025-05-21 04:39:08.532013] Sent record 70727
[2025-05-21 04:39:09.533022] Sent record 70728
[2025-05-21 04:39:10.533886] Sent record 70729
[2025-05-21 04:39:11.534769] Sent record 70730
[2025-05-21 04:39:12.535519] Sent record 70731
[2025-05-21 04:39:13.536258] Sent record 70732
[2025-05-21 04:39:14.537108] Sent record 70733
[2025-05-21 04:39:15.537909] Sent record 70738
[2025-05-21 04:39:16.538725] Sent record 70737
[2025-05-21 04:39:17.539447] Sent record 70734
[2025-05-21 04:39:18.540217] Sent record 70735
[2025-05-21 04:39:19.540972] Sent record 70736
[2025-05-21 04:39:20.541982] Sent record 70739
[2025-05-21 04:39:21.542811] Sent record 70740
[2025-05-21 04:39:22.543582] Sent record 70741
[2025-05-21 04:39:23.544570] Sent record 70745
[2025-05-21 04:39:24.545394] Sent record 70747
[2025-05-21 04:39:25.546303] Sent record 70743
[2025-05-21 04:39:26.547051] Sent record 70744
[2025-05-21 04:39:27.547835] Sent record 70746
[2025-05-21 04:39:28.548564] Sent record 70742
[2025-05-21 04:39:29.549393] Sent record 70752
[2025-05-21 04:39:30.550202] Sent record 70751
[2025-05-21 04:39:31.551045] Sent record 70748
[2025-05-21 04:39:32.551801] Sent record 70749
[2025-05-21 04:39:33.552570] Sent record 70750
[2025-05-21 04:39:34.553323] Sent record 70753
[2025-05-21 04:39:35.554070] Sent record 70754
[2025-05-21 04:39:36.554886] Sent record 70755
[2025-05-21 04:39:37.555644] Sent record 70756
[2025-05-21 04:39:38.556501] Sent record 70757
[2025-05-21 04:39:39.557268] Sent record 70758
[2025-05-21 04:39:40.557861] Sent record 70759
[2025-05-21 04:39:41.558847] Sent record 70760
[2025-05-21 04:39:42.559883] Sent record 70761
[2025-05-21 04:39:43.561157] Sent record 70762
[2025-05-21 04:39:44.561969] Sent record 70763
[2025-05-21 04:39:45.562725] Sent record 70766
[2025-05-21 04:39:46.563497] Sent record 70764
[2025-05-21 04:39:47.564360] Sent record 70765
[2025-05-21 04:39:48.565143] Sent record 70767
[2025-05-21 04:39:49.565921] Sent record 70768
[2025-05-21 04:39:50.566900] Sent record 70769
[2025-05-21 04:39:51.567686] Sent record 70770
[2025-05-21 04:39:52.568464] Sent record 70771
[2025-05-21 04:39:53.569389] Sent record 70774
[2025-05-21 04:39:54.570458] Sent record 70775
[2025-05-21 04:39:55.573911] Sent record 70772
[2025-05-21 04:39:56.574678] Sent record 70773
[2025-05-21 04:39:57.575429] Sent record 70776
[2025-05-21 04:39:58.576097] Sent record 70777
[2025-05-21 04:39:59.576963] Sent record 70778
[2025-05-21 04:40:00.577763] Sent record 70779
[2025-05-21 04:40:01.578537] Sent record 70780
[2025-05-21 04:40:02.579291] Sent record 70781
[2025-05-21 04:40:03.580033] Sent record 70782
[2025-05-21 04:40:04.580919] Sent record 70783
[2025-05-21 04:40:05.581691] Sent record 70786
[2025-05-21 04:40:06.582571] Sent record 70784
[2025-05-21 04:40:07.583421] Sent record 70785
[2025-05-21 04:40:08.584181] Sent record 70787
[2025-05-21 04:40:09.584813] Sent record 70788
[2025-05-21 04:40:10.585514] Sent record 70789
[2025-05-21 04:40:11.586277] Sent record 70790
[2025-05-21 04:40:12.587003] Sent record 70791
[2025-05-21 04:40:13.587786] Sent record 70792
[2025-05-21 04:40:14.588519] Sent record 70793
[2025-05-21 04:40:15.589365] Sent record 70794
[2025-05-21 04:40:16.590335] Sent record 70797
[2025-05-21 04:40:17.591141] Sent record 70796
[2025-05-21 04:40:18.592056] Sent record 70795
[2025-05-21 04:40:19.592836] Sent record 70798
[2025-05-21 04:40:20.597081] Sent record 70799
[2025-05-21 04:40:21.598054] Sent record 70800
[2025-05-21 04:40:22.598900] Sent record 70801
[2025-05-21 04:40:23.599695] Sent record 70802
[2025-05-21 04:40:24.600489] Sent record 70803
[2025-05-21 04:40:25.601269] Sent record 70807
[2025-05-21 04:40:26.602270] Sent record 70805
[2025-05-21 04:40:27.603109] Sent record 70804
[2025-05-21 04:40:28.603902] Sent record 70806
[2025-05-21 04:40:29.604707] Sent record 70808
[2025-05-21 04:40:30.605452] Sent record 70809
[2025-05-21 04:40:31.606245] Sent record 70810
[2025-05-21 04:40:32.607069] Sent record 70811
[2025-05-21 04:40:33.607943] Sent record 70812
[2025-05-21 04:40:34.608804] Sent record 70813
[2025-05-21 04:40:35.609776] Sent record 70814
[2025-05-21 04:40:36.610453] Sent record 70815
[2025-05-21 04:40:37.611238] Sent record 70816
[2025-05-21 04:40:38.612065] Sent record 70817
[2025-05-21 04:40:39.612928] Sent record 70818
[2025-05-21 04:40:40.613605] Sent record 70819
[2025-05-21 04:40:41.614362] Sent record 70820
[2025-05-21 04:40:42.614928] Sent record 70821
[2025-05-21 04:40:43.615825] Sent record 70822
[2025-05-21 04:40:44.616703] Sent record 70825
[2025-05-21 04:40:45.617461] Sent record 70826
[2025-05-21 04:40:46.618235] Sent record 70824
[2025-05-21 04:40:47.619172] Sent record 70823
[2025-05-21 04:40:48.620197] Sent record 70830
[2025-05-21 04:40:49.621013] Sent record 70827
[2025-05-21 04:40:50.621864] Sent record 70828
[2025-05-21 04:40:51.622755] Sent record 70829
[2025-05-21 04:40:52.623479] Sent record 70831
[2025-05-21 04:40:53.624002] Sent record 70832
[2025-05-21 04:40:54.624930] Sent record 70833
[2025-05-21 04:40:55.625730] Sent record 70834
[2025-05-21 04:40:56.626634] Sent record 70835
[2025-05-21 04:40:57.627553] Sent record 70836
[2025-05-21 04:40:58.628347] Sent record 70837
[2025-05-21 04:40:59.629100] Sent record 70838
[2025-05-21 04:41:00.629874] Sent record 70839
[2025-05-21 04:41:01.630577] Sent record 70840
[2025-05-21 04:41:02.631461] Sent record 70841
[2025-05-21 04:41:03.632302] Sent record 70842
[2025-05-21 04:41:04.633137] Sent record 70843
[2025-05-21 04:41:05.633934] Sent record 70844
[2025-05-21 04:41:06.634728] Sent record 70845
[2025-05-21 04:41:07.635480] Sent record 70847
[2025-05-21 04:41:08.647613] Sent record 70848
[2025-05-21 04:41:09.648428] Sent record 70849
[2025-05-21 04:41:10.649171] Sent record 70846
[2025-05-21 04:41:11.649857] Sent record 70850
[2025-05-21 04:41:12.650560] Sent record 70851
[2025-05-21 04:41:13.651542] Sent record 70852
[2025-05-21 04:41:14.652356] Sent record 70853
[2025-05-21 04:41:15.653103] Sent record 70854
[2025-05-21 04:41:16.653940] Sent record 70855
[2025-05-21 04:41:17.655092] Sent record 70859
[2025-05-21 04:41:18.656313] Sent record 70856
[2025-05-21 04:41:19.657094] Sent record 70857
[2025-05-21 04:41:20.657876] Sent record 70858
[2025-05-21 04:41:21.658730] Sent record 70860
[2025-05-21 04:41:22.660052] Sent record 70861
[2025-05-21 04:41:23.660956] Sent record 70862
[2025-05-21 04:41:24.661748] Sent record 70863
[2025-05-21 04:41:25.662642] Sent record 70864
[2025-05-21 04:41:26.663410] Sent record 70866
[2025-05-21 04:41:27.664307] Sent record 70865
[2025-05-21 04:41:28.665115] Sent record 70867
[2025-05-21 04:41:29.665859] Sent record 70868
[2025-05-21 04:41:30.666781] Sent record 70869
[2025-05-21 04:41:31.667471] Sent record 70870
[2025-05-21 04:41:32.668216] Sent record 70871
[2025-05-21 04:41:33.668982] Sent record 70872
[2025-05-21 04:41:34.669873] Sent record 70873
[2025-05-21 04:41:35.670592] Sent record 70874
[2025-05-21 04:41:36.671279] Sent record 70875
[2025-05-21 04:41:37.672014] Sent record 70876
[2025-05-21 04:41:38.672790] Sent record 70879
[2025-05-21 04:41:39.673549] Sent record 70878
[2025-05-21 04:41:40.674435] Sent record 70877
[2025-05-21 04:41:41.675230] Sent record 70880
[2025-05-21 04:41:42.676049] Sent record 70881
[2025-05-21 04:41:43.677089] Sent record 70882
[2025-05-21 04:41:44.677990] Sent record 70883
[2025-05-21 04:41:45.678868] Sent record 70884
[2025-05-21 04:41:46.679679] Sent record 70885
[2025-05-21 04:41:47.680361] Sent record 70888
[2025-05-21 04:41:48.681241] Sent record 70887
[2025-05-21 04:41:49.682045] Sent record 70886
[2025-05-21 04:41:50.682893] Sent record 70889
[2025-05-21 04:41:51.683755] Sent record 70890
[2025-05-21 04:41:52.684511] Sent record 70891
[2025-05-21 04:41:53.685346] Sent record 70892
[2025-05-21 04:41:54.686137] Sent record 70893
[2025-05-21 04:41:55.687234] Sent record 70894
[2025-05-21 04:41:56.687885] Sent record 70897
[2025-05-21 04:41:57.688867] Sent record 70898
[2025-05-21 04:41:58.689684] Sent record 70895
[2025-05-21 04:41:59.690503] Sent record 70896
[2025-05-21 04:42:00.691303] Sent record 70899
[2025-05-21 04:42:01.692164] Sent record 70900
[2025-05-21 04:42:02.695832] Sent record 70901
[2025-05-21 04:42:03.696615] Sent record 70902
[2025-05-21 04:42:04.697402] Sent record 70903
[2025-05-21 04:42:05.698347] Sent record 70904
[2025-05-21 04:42:06.699256] Sent record 70905
[2025-05-21 04:42:07.700046] Sent record 70906
[2025-05-21 04:42:08.700909] Sent record 70907
[2025-05-21 04:42:09.701782] Sent record 70909
[2025-05-21 04:42:10.702527] Sent record 70910
[2025-05-21 04:42:11.703284] Sent record 70908
[2025-05-21 04:42:12.704131] Sent record 70911
[2025-05-21 04:42:13.705022] Sent record 70912
[2025-05-21 04:42:14.705869] Sent record 70913
[2025-05-21 04:42:15.706734] Sent record 70914
[2025-05-21 04:42:16.707413] Sent record 70915
[2025-05-21 04:42:17.710004] Sent record 70918
[2025-05-21 04:42:18.710810] Sent record 70919
[2025-05-21 04:42:19.711435] Sent record 70916
[2025-05-21 04:42:20.712276] Sent record 70917
[2025-05-21 04:42:21.713060] Sent record 70920
[2025-05-21 04:42:22.714113] Sent record 70921
[2025-05-21 04:42:23.714905] Sent record 70922
[2025-05-21 04:42:24.715767] Sent record 70923
[2025-05-21 04:42:25.716760] Sent record 70924
[2025-05-21 04:42:26.717448] Sent record 70925
[2025-05-21 04:42:27.718281] Sent record 70926
[2025-05-21 04:42:28.719324] Sent record 70927
[2025-05-21 04:42:29.720264] Sent record 70928
[2025-05-21 04:42:30.721132] Sent record 70931
[2025-05-21 04:42:31.721952] Sent record 70929
[2025-05-21 04:42:32.722717] Sent record 70930
[2025-05-21 04:42:33.723521] Sent record 70932
[2025-05-21 04:42:34.724280] Sent record 70933
[2025-05-21 04:42:35.725055] Sent record 70934
[2025-05-21 04:42:36.726002] Sent record 70936
[2025-05-21 04:42:37.726812] Sent record 70935
[2025-05-21 04:42:38.727800] Sent record 70937
[2025-05-21 04:42:39.728948] Sent record 70938
[2025-05-21 04:42:40.729743] Sent record 70939
[2025-05-21 04:42:41.730420] Sent record 70940
[2025-05-21 04:42:42.731137] Sent record 70941
[2025-05-21 04:42:43.731897] Sent record 70942
[2025-05-21 04:42:44.732866] Sent record 70943
[2025-05-21 04:42:45.733830] Sent record 70944
[2025-05-21 04:42:46.734545] Sent record 70945
[2025-05-21 04:42:47.735300] Sent record 70946
[2025-05-21 04:42:48.736013] Sent record 70947
[2025-05-21 04:42:49.738236] Sent record 70948
[2025-05-21 04:42:50.738852] Sent record 70949
[2025-05-21 04:42:51.739717] Sent record 70950
[2025-05-21 04:42:52.740685] Sent record 70951
[2025-05-21 04:42:53.741408] Sent record 70952
[2025-05-21 04:42:54.742181] Sent record 70953
[2025-05-21 04:42:55.742955] Sent record 70955
[2025-05-21 04:42:56.743725] Sent record 70957
[2025-05-21 04:42:57.744477] Sent record 70954
[2025-05-21 04:42:58.745293] Sent record 70956
[2025-05-21 04:42:59.746531] Sent record 70958
[2025-05-21 04:43:00.747367] Sent record 70959
[2025-05-21 04:43:01.748299] Sent record 70960
[2025-05-21 04:43:02.749240] Sent record 70961
[2025-05-21 04:43:03.750073] Sent record 70962
[2025-05-21 04:43:04.750889] Sent record 70963
[2025-05-21 04:43:05.751901] Sent record 70964
[2025-05-21 04:43:06.752675] Sent record 70965
[2025-05-21 04:43:07.753356] Sent record 70966
[2025-05-21 04:43:08.754100] Sent record 70967
[2025-05-21 04:43:09.754891] Sent record 70970
[2025-05-21 04:43:10.755648] Sent record 70968
[2025-05-21 04:43:11.756406] Sent record 70969
